ID_PUBLISHER;PUBLISHER;HEADQUARTERS_COUNTRY;HEADQUARTERS_CITY;CREATION_DATE;NOTES
rawthrills;Raw Thrills;United States;Skokie;01/01/2001;""
redantenterprises;Red Ant Enterprises;Australia;;01/01/2001;"Local distributor for other publishers' games. Defunct in 2011."
redbarrels;Red Barrels;Canada;Montreal;01/01/2011;"Also a video game developer."
redentertainment;Red Entertainment;Japan;Tokyo;01/01/1976;"Known as Red Company until 2000."
redoctane;RedOctane;United States;Mountain View;01/01/1999;"Acquired by Activision in 2006; defunct in 2010."
redorbentertainment;Red Orb Entertainment;United States;Novato;01/01/1997;"Label of Broderbund, and of Mindscape from 1998 onward. Defunct in 2001 following acquisition by Ubisoft."
redshift;Red Shift;England;London;01/01/1983;"Defunct in 1985."
redstormentertainment;Red Storm Entertainment;United States;Cary;01/01/1996;"Also a video game developer. Acquired by Ubisoft and their games are now published by Ubisoft."
regista;Regista;Japan;;01/01/2004;""
relinesoftware;reLINE Software;Germany;Hanover;01/01/1987;"Defunct in 2004."
renegadesoftware;Renegade Software;UK;Wapping;01/01/1991;"Publishing arm of The Bitmap Brothers. Acquired by GT Interactive in 1997."
renovationproducts;Renovation Products;United States;;01/01/1990;"Acquired by Sega"
richardshepherdsoftware;Richard Shepherd Software;UK;Slough;01/01/1982;"Defunct in 1984."
rightstuff;Right Stuff;Japan;Tokyo;01/01/1990;"Defunct in 1999."
riotgames;Riot Games;United States;Santa Monica;01/01/2006;"Also a video game developer. Acquired by Tencent."
ripcordgames;Ripcord Games;United States;Santa Clara;01/01/1996;"Label of Panasonic Interactive Media until 1999. Stopped publishing video games in 2001. Defunct in 2009."
risingstargames;Rising Star Games;UK;Hitchin;01/01/2004;""
riverhillsoft;Riverhillsoft;Japan;;01/01/1982;"Defunct in 2004."
rockola;Rock-Ola;United States;Chicago;01/01/1927;"No longer publishes video games."
rockstargames;Rockstar Games;United States;New York;01/01/1998;"Also a video game developer. Currently a publishing label of Take-Two Interactive."
romstar;Romstar;United States;Torrance;01/01/1984;"Defunct in 1992."
romtech;Romtech;United States;Langhorne;01/01/1999;"Defunct."
rovioentertainment;Rovio Entertainment;Finland;Espoo;01/01/2003;"Publishers its own developed games as well as 3rd parties under Rovio Stars"
rtlgroup;RTL Group;Luxembourg;Kirchberg;01/01/1920;"Published under the RTL Playtainment label. Currently its subsidiary, BroadbandTV, publishes some mobile games."
runesoft;RuneSoft;Germany;Tübingen;01/01/2000;""
sagaplanets;Saga Planets;Japan;Osaka;01/01/1998;""
sammystudios;Sammy Studios;Japan;Minato;01/01/2004;"Merged with Sega as Sega Sammy Holdings,"
samsung;Samsung;South Korea;Seoul;01/01/1938;"No longer publishes video games."
sanctuarywoods;Sanctuary Woods;Canada;Victoria;01/01/1988;"Defunct in 2001."
scavengerinc;Scavenger, Inc.;United States;Los Angeles;01/01/1996;"Defunct in 1998."
scopely;Scopely;United States;Culver City;01/01/2011;""
scigames;SCi Games;UK;London;01/01/1988;"Bought and merged with Eidos Interactive in 2005. Name retired."
scssoftware;SCS Software;Czech Republic;Prague;01/01/1997;""
safarisoftware;Safari Software;United States;Houston;01/01/1989;"Acquired by Epic MegaGames in 1997."
scholastic;Scholastic;United States;Wilkinsburg;01/01/1920;"Ceased publishing video games in 2007."
sears;Sears;United States;Chicago;01/01/1886;"Published under the Tele-Games label. Exited the video game industry in 1983."
sega;Sega;Japan;Tokyo;01/01/1960;"Also a video game developer. Merged with Sammy Studios as Sega Sammy Holdings."
seibukaihatsu;Seibu Kaihatsu;Japan;Tokyo;01/01/1982;"Ceased publishing video games in 1998."
setacorporation;SETA Corporation;Japan;Tokyo;01/01/1985;"Defunct in 2009."
shadowtorstudios;Shadow Tor Studios;UK;;01/01/2005;""
shanda;Shanda;China;Shanghai;01/01/1999;"Gaming unit spun off as Shanda Games (later Shengqu Games) in 2009."
sharpcorporation;Sharp Corporation;Japan;Sakai;01/01/1912;"No longer publishes video games."
shengqugames;Shengqu Games;China;Shanghai;01/01/1999;""
sherstonsoftware;Sherston Software;UK;Sherston;01/01/1983;"Defunct in 2011; now a label of Sherston Publishing Group."
shoeisha;Shoeisha;Japan;Tokyo;01/01/1986;"No longer publishes video games."
shogakukan;Shogakukan;Japan;Tokyo;01/01/1922;""
sierraentertainment;Sierra Entertainment;United States;California;01/01/1979;"Also a video game developer. Defunct in 2008. Its name was revived as Activision's brand in 2014."
siliconbeachsoftware;Silicon Beach Software;United States;San Diego;01/01/1984;"Acquired by Aldus in 1990."
silmarils;Silmarils;France;Lognes;01/01/1987;"Defunct in 2003."
simonschusterinteractive;Simon & Schuster Interactive;United States;New York City;01/01/1995;"Defunct in 2003."
simscoltd;SIMS Co., Ltd.;Japan;Tokyo;01/01/1991;""
simulationscanada;Simulations Canada;Canada;;01/01/1977;"No longer publishes video games."
sinclairresearchltd;Sinclair Research Ltd.;UK;London;01/01/1973;"Brand name sold to Amstrad in 1985, which continued to use it as a label until 1992."
siriussoftware;Sirius Software;United States;Sacramento;01/01/1980;"Defunct in 1984."
sirtech;Sir-Tech;United States;New York City;01/01/1979;"Defunct in 2003."
slitherine;Slitherine;UK;Epsom;01/01/2000;"Publisher of strategy and wargames on PC, Mac, mobile and home consoles."
snk;SNK;Japan;Osaka;01/01/2001;"Acquired by 37Games in 2015"
soedesco;Soedesco;The Netherlands;Rotterdam;01/01/2001;""
sofel;SOFEL;Japan;Tokyo;01/01/1979;"No longer publishes video games."
softworld;Soft-World;Taiwan;Taipei;01/01/1983;""
softape;Softape;United States;;01/01/1978;"Defunct in 1983."
softdisk;Softdisk;United States;Shreveport;01/01/1981;"Defunct in 2016."
softkey;SoftKey;United States;;01/01/1978;"Known as Micro International Corp. until 1989, and as WordStar International Inc. until 1994. Changed name to The Learning Company in 1996; continued to use the SoftKey label on some software until 1999, when the company was acquired by Mattel."
softekinternationalltd;Softek International Ltd;UK;London;01/01/1980;"Defunct in 1989. Published some games under the label The Edge."
softside;SoftSide;United States;;01/01/1978;"Defunct in 1984."
softstar;Softstar;Taiwan;Taipei;01/01/1988;""
software2000;Software 2000;Germany;Eutin;01/01/1987;"Defunct in 2002."
softwaredynamics;Software Dynamics;Canada;Victoria;01/01/1987;""
softwareprojects;Software Projects;UK;Liverpool;01/01/1983;"Defunct in 1985."
sonyimagesoft;Sony Imagesoft;United States;Los Angeles;01/01/1989;"Initially known as CSG Imagesoft. Defunct in 1995."
sonyinteractiveentertainment;Sony Interactive Entertainment;United States;San Mateo;01/01/1993;""
sonypicturesdigital;Sony Pictures Digital;United States;California;01/01/1997;"Publisher of mobile phone games."
southpeakgames;SouthPeak Games;United States;Virginia;01/01/1996;""
spectralassociates;Spectral Associates;United States;Tacoma;01/01/1980;"Published last game in 1988."
spectravideo;Spectravideo;United States;;01/01/1981;"Published Atari 2600 games under the label Spectravision. Defunct in 1988."
spectrumholobyte;Spectrum HoloByte;United States;Alameda;01/01/1983;"Also a video game developer. Acquired by Hasbro Interactive."
spike;Spike;Japan;Tokyo;01/01/1991;"Merged with Chunsoft in 2012."
spilgames;Spil Games;The Netherlands;Hilversum;01/01/2001;"Also a video game developer."
spinnakersoftware;Spinnaker Software;United States;Cambridge;01/01/1982;"Acquired by The Learning Company in 1994."
square;Square;Japan;Tokyo;01/01/1986;"Also a video game developer. Merged with Enix to create Square Enix."
squareelectronicarts;Square Electronic Arts;United States;Costa Mesa;01/01/1998;"Owned by Square and Electronic Arts. Folded back into Square and changed to Square Enix."
squareenix;Square Enix;Japan;Tokyo;01/01/1975;""
squareenixeurope;Square Enix Europe;UK;London;01/01/1990;"Also a video game developer. Acquired by SCi Games in 2005, then by Square Enix in 2009. Formerly known as Eidos Interactive until 2009."
stardock;Stardock;United States;Livonia;01/01/1991;"Also a video game developer."
starpath;Starpath;United States;Livermore;01/01/1981;"Defunct in 1984."
sternelectronics;Stern Electronics;United States;Chicago;01/01/1977;"Ceased video game production in 1985."
stingentertainment;Sting Entertainment;Japan;Tokyo;01/01/1989;""
stormimpact;Storm Impact;United States;Glenview;01/01/1989;"Defunct in 1997."
strategicsimulationsssi;Strategic Simulations (SSI);United States;Sunnyvale;01/01/1979;"Also a video game developer Acquired by Ubisoft, name retired."
strategicstudiesgroup;Strategic Studies Group;Australia;;01/01/1983;"No longer publishes video games. Their games are now published by Matrix Games."
stormfrontstudios;Stormfront Studios;United States;San Rafael;01/01/1988;"Defunct in 2008."
strategyfirst;Strategy First;Canada;Montreal;01/01/1988;""
studioego;Studio e.go!;Japan;Osaka;01/01/1998;"Defunct in 2009."
sublogic;subLOGIC;United States;Urbana-Champaign;01/01/1975;"Acquired by Sierra in 1995."
success;Success;Japan;Tokyo;01/01/1978;"Also a video game developer."
sunflowersinteractiveentertainmentsoftware;Sunflowers Interactive Entertainment Software;Germany;Heusenstamm;01/01/1993;"Acquired by Ubisoft in 2007."
sunriseinteractive;Sunrise Interactive;Japan;;01/01/1998;"Defunct in 2008."
sunsoft;Sunsoft;Japan;Aichi;01/01/1981;"Closed U.S. offices, operates out of Japan."
superiorsoftware;Superior Software;UK;Leeds;01/01/1982;""
supersoft;Supersoft;UK;Harrow;01/01/1978;"Ceased publishing video games in 1985."
sydneydevelopmentcorporation;Sydney Development Corporation;Canada;Vancouver;01/01/1978;"Defunct in 1989."
superfighterteam;Super Fighter Team;United States;San Diego;01/01/2004;""
suzysoft;Suzy Soft;Croatia;Zagreb;01/01/1985;"Software division of Suzy Records. Defunct in 1988."
synapsesoftware;Synapse Software;California;Richmond;01/01/1981;"Purchased by Broderbund in 1984. Defunct in 1986."
synergisticsoftware;Synergistic Software;United States;Seattle;01/01/1978;"Acquired by Sierra in 1996; defunct in 1999."
systemsoft;SystemSoft;Japan;;01/01/1985;"No longer publishes video games."
system3;System 3;UK;London;01/01/1982;"Also a video game developer."
systemsacom;System Sacom;Japan;Tokyo;01/01/1981;"No longer publishes video games."
tactics;Tactics;Japan;;01/01/1997;"Acquired by Nexton in 1999, which has continued to use the Tactics brand on some games."
taito;Taito;Japan;Tokyo;01/01/1953;"Also a video game developer. Acquired by Square Enix."
takara;Takara;Japan;;01/01/1955;"Merged with Tomy in 2006."
taketwointeractive;Take-Two Interactive;United States;New York;01/01/1993;"Also owns publishers Rockstar Games, 2K Games (2K Sports), and Private Division. Also a video game developer."
talonsoft;TalonSoft;United States;Baltimore;01/01/1995;"Also a video game developer. Acquired by Take-Two Interactive, name retired."
tamsoft;Tamsoft;Japan;Tokyo;01/01/1992;""
tandycorporation;Tandy Corporation;United States;Fort Worth;01/01/1919;"Ceased publishing games in 1989."
taxan;Taxan;Japan;;01/01/1981;"No longer publishes video games."
tdkmediactive;TDK Mediactive;United States;Westlake Village;01/01/1990;"American software publishing arm of TDK. Defunct in 2003."
team17;Team17;UK;Wakefield;01/01/1990;"Also a video game developer."
teamshanghaialice;Team Shanghai Alice;Japan;;01/01/1996;""
techland;Techland;Poland;Ostrów Wielkopolski;01/01/1991;""
technicalgrouplaboratory;Technical Group Laboratory;Japan;Osaka;01/01/1984;"Also known as TGL."
technologyandentertainmentsoftware;Technology and Entertainment Software;Japan;;01/01/1982;"Also known as T&E Soft. Ceased publishing video games in 2002."
technosoft;Technosoft;Japan;Sasebo;01/01/1980;"Acquired by Twenty-one Company in 2001."
technosjapan;Technos Japan;Japan;Tokyo;01/01/1981;"Also a video game developer. Assets acquired by Atlus."
tecmagik;TecMagik;United States;California;01/01/1991;"Also a video game developer."
tecmo;Tecmo;Japan;;01/01/1967;"Merged into Tecmo Koei."
tectoy;Tectoy;Brazil;Sao Paulo;01/01/1987;""
telarium;Telarium;United States;Cambridge;01/01/1984;"Defunct in 1987."
telesys;Telesys;United States;Fremont;01/01/1982;"Defunct in 1984."
telenetjapan;Telenet Japan;Japan;;01/01/1983;"Defunct in 2007."
telltalegames;Telltale Games;United States;San Rafael;01/01/2004;"Defunct in 2018."
tencent;Tencent;China;Shenzhen;01/01/1998;"Also a video game developer and online services company. Has a minority stake in Epic Games and owns Riot Games as a subsidiary."
tengen;Tengen;United States;Milpitas;01/01/1987;"Publishing arm of Atari Games. Defunct in 1994 following acquisition by Time Warner."
texasinstruments;Texas Instruments;United States;Dallas;01/01/1930;"Exited the video game industry in 1984."
thalamusltd;Thalamus Ltd;UK;London;01/01/1986;"Defunct in 1993."
thalionsoftware;Thalion Software;Germany;Gütersloh;01/01/1988;"Defunct in 1994."
the9;The9;China;Shanghai;01/01/1999;"Former regional publisher for World of Warcraft in China"
thelearningcompany;The Learning Company;United States;San Francisco;01/01/1980;"Merged with Mattel Interactive, no longer publishes video games"
thinchenenterprise;Thin Chen Enterprise;Taiwan;Taipei;01/01/1988;"Also used the labels Sachen, Commin, and Joy Van. Defunct."
thinkingrabbit;Thinking Rabbit;Japan;Takarazuka;01/01/1982;"Defunct."
thq;THQ;United States;Agoura Hills;01/01/1989;"Also a video game developer. Nordic Games (now THQ Nordic) revived the THQ brand in 2016, and all THQ franchises folded to THQ Nordic."
thqnordic;THQ Nordic;Austria;;01/01/2011;"Purchased Darksiders, Red Faction, and MX vs. ATV franchises from THQ, Previously called Nordic Games from 2011–2016."
thornemicomputersoftware;Thorn EMI Computer Software;UK;London;01/01/1981;"Software publishing arm of Thorn EMI. Spun off and reestablished as Creative Sparks in 1984."
threesixtypacific;Three-Sixty Pacific;United States;;01/01/1987;"Defunct in 1994."
tiertexdesignstudios;Tiertex Design Studios;UK;Manchester;01/01/1987;"Last game published in 2003."
tigerelectronics;Tiger Electronics;United States;Vernon Hills;01/01/1978;"Also a video game developer. Acquired by Hasbro in 1998."
timewarnerinteractive;Time Warner Interactive;United States;Milpitas;01/01/1993;"Merged into Midway Games West in 1996."
titusinteractive;Titus Interactive;France;;01/01/1985;""
toaplan;Toaplan;Japan;;01/01/1984;"Defunct in 1994."
toeianimation;Toei Animation;Japan;Tokyo;01/01/1956;""
toho;Toho;Japan;Tokyo;01/01/1932;"No longer publishes video games."
tokumashoten;Tokuma Shoten;Japan;Tokyo;01/01/1954;"No longer publishes video games."
tokyoshoseki;Tokyo Shoseki;Japan;Tokyo;01/01/1909;"No longer publishes video games."
tomytakaratomy;Tomy (Takara Tomy);Japan;Tokyo;01/01/1924;"Merged with Takara in 2006."
tommo;Tommo;California;City of Industry;01/01/1990;""
tonkinhouse;Tonkin House;Japan;Tokyo;01/01/1986;"Defunct in 2008."
topologika;Topologika;UK;Stilton;01/01/1983;"Defunct in 2013."
toposoft;Topo Soft;Spain;;01/01/1987;"Defunct in 1994."
topwareinteractive;TopWare Interactive;Germany;Karlsruhe;01/01/1995;"Also a video game developer. After filing for bankruptcy in 2001, it was acquired by Zuxxez Entertainment, and later resurrected in 2005. Filed for bankruptcy again in 2016, but continues to publish future video games."
toshibaemi;Toshiba EMI;Japan;Tokyo;01/01/1960;"Defunct in 2013."
towachiki;Towa Chiki;Japan;Tokyo;01/01/1986;"Defunct in 2001."
tradewest;Tradewest;United States;Corsicana;01/01/1986;"Acquired by Midway Games, name retired."
treco;Treco;California;Torrance;01/01/1990;"Defunct in 1993."
triangleservice;Triangle Service;Japan;Tokyo;01/01/2002;""
triffixentertainment;Triffix Entertainment;Canada;Montreal;01/01/1991;"Last game published in 1992."
trilobytesoftware;Trilobyte Software;United States;Medford;01/01/1990;"Defunct in 1999, re-established in 2010."
tripwireinteractive;Tripwire Interactive;United States;Roswell;01/01/2005;""
trisynergy;Tri Synergy;United States;Dallas;01/01/1996;""
trubluentertainment;Tru Blu Entertainment;Australia;Sydney;01/01/1999;""
tsunamigames;Tsunami Games;United States;Oakhurst;01/01/1991;"Sold to Tsunami Media Corporation in 1999."
ttgames;TT Games;UK;Maidenhead;01/01/2005;"Also a video game developer. Merger of Giant Interactive Entertainment and Traveller's Tales. Acquired by Warner Bros. Interactive."
twilightfrontier;Twilight Frontier;Japan;;01/01/2002;""
tynesoft;Tynesoft;UK;Blaydon;01/01/1983;"Exited the video game industry in 1991."
typemoon;Type-Moon;Japan;;01/01/2000;""
ubisoft;Ubisoft;France;Montreuil-sous-Bois;01/01/1986;"Also a video game developer."
uepsystems;UEP Systems;Japan;Tokyo;01/01/1985;"Defunct in 2001."
ufointeractivegames;UFO Interactive Games;California;City of Industry;01/01/1999;"Label of Tommo."
ultimateplaythegame;Ultimate Play the Game;UK;Ashby-de-la-Zouch;01/01/1982;"Acquired by U.S. Gold in 1985, which continued to use the Ultimate name as a label on some games. Defunct in 1988."
ultrasoft;Ultrasoft;Slovakia;Bratislava;01/01/1989;"Defunct in 1998."
ultragames;Ultra Games;United States;Buffalo Grove;01/01/1988;"Shell company and publishing label for Konami. Name retired in 1992."
unitedstatesarmy;United States Army;United States;Arlington;01/01/1775;""
universalentertainmentcorporation;Universal Entertainment Corporation;Japan;;01/01/1969;""
usgold;U.S. Gold;UK;Birmingham;01/01/1984;"Also a video game developer. Acquired by Eidos Interactive."
userjoytechnology;UserJoy Technology;Taiwan;;01/01/1995;""
usgames;US Games;United States;Santa Clara;01/01/1978;"Acquired by Quaker Oats in 1982. Defunct in 1983."
valcongames;Valcon Games;United States;Bellevue;01/01/2005;"No longer active."
valve;Valve;United States;Bellevue;01/01/1996;"Also a video game developer."
vap;VAP;Japan;Tokyo;01/01/1981;"No longer publishes video games."
varie;Varie;Japan;;01/01/1986;"Defunct in 1997."
vebpolytechnik;VEB Polytechnik;Germany;Chemnitz;01/01/1870;"Defunct in 2006."
vectorbeam;Vectorbeam;United States;California;01/01/1978;"Acquired by Cinematronics in 1980."
viacom;Viacom;United States;New York City;01/01/1952;"Published video games under the Viacom New Media label. Company split in 2005."
victorinteractive;Victor Interactive;Japan;;01/01/1970;"Subsidiary of JVC. Merged with Pack-In-Video in 1996. Acquired by Marvelous Entertainment in 2003; defunct in 2007."
victokai;Vic Tokai;Japan;Shizuoka;01/01/1977;"No longer publishes video games."
virgininteractive;Virgin Interactive;UK;London;01/01/1983;"Also a video game developer. Known as Virgin Games until 1993. American branch acquired and closed by Electronic Arts in 1998, European branch acquired by Titus Software in 1999, and re-branded to Avalon Interactive in 2003. Stopped publishing games after 2002."
virginplay;Virgin Play;Spain;;01/01/1995;"Known as Virgin Interactive Espana SA until 2002. Filed for liquidation in 2009."
virtualprogramming;Virtual Programming;UK;Bournemouth;01/01/2000;""
viscocorporation;Visco Corporation;Japan;;01/01/1982;"No longer publishes video games."
thevisionfactory;The Vision Factory;The Netherlands;Den Bosch;01/01/1993;"Defunct in 2002."
visualarts;VisualArt's;Japan;Osaka;01/01/1991;""
vivariuminc;Vivarium Inc.;Japan;Tokyo;01/01/1993;"Previously known as OPeNBooK Co., Ltd."
vivendigames;Vivendi Games;California United States;Los Angeles;01/01/1993;"Merged with Activision to form Activision Blizzard in 2008."
vortexsoftware;Vortex Software;UK;Manchester;01/01/1981;"Defunct in 1990."
voxelstorm;VoxelStorm;UK;Manchester;01/01/2012;"Also a video game developer and music publisher."
vulcansoftware;Vulcan Software;UK;Cotswolds;01/01/1994;""
walesinteractive;Wales Interactive;UK;Bridgend;01/01/2012;"Also a video game developer."
walnutcreekcdrom;Walnut Creek CDROM;United States;Walnut Creek;01/01/1991;"Merged with Berkeley Software Design in 2000."
wanadooedition;Wanadoo Edition;France;Paris;01/01/2000;"Software publishing arm of Wanadoo. Defunct in 2003."
warashi;Warashi;Japan;Tokyo;01/01/1995;""
wargaming;Wargaming;Cyprus;Nicosia;01/01/1998;"Also a video game developer."
warnerbrosinteractive;Warner Bros. Interactive;United States;Burbank;01/01/1993;""
warp;WARP;Japan;;01/01/1994;"Exited the video game industry in 1999, defunct in 2005."
webfoottechnologies;Webfoot Technologies;United States;Lemont;01/01/1993;""
webzen;Webzen;South Korea;Seoul;01/01/2000;"Also a video game developer."
wildtangent;WildTangent;United States;Redmond;01/01/1998;""
williamselectronics;Williams Electronics;United States;Chicago;01/01/1943;"Exited the video game industry in 1998."
windhamclassics;Windham Classics;United States;Cambridge;01/01/1984;"Published last game in 1985."
windmill;Windmill;Japan;;01/01/2002;"Publishes under the Windmill Oasis label."
windmillsoftware;Windmill Software;Canada;Toronto;01/01/1982;"Defunct in 1984."
winkysoft;Winkysoft;Japan;Osaka;01/01/1983;"Defunct in 2015."
wisdomtree;Wisdom Tree;United States;Tucson;01/01/1989;"Known for Christian-themed games."
wizardworks;WizardWorks;United States;Minneapolis;01/01/1990;"Acquired by GT Interactive in 1996. Defunct in 2004."
wolfteam;Wolf Team;Japan;Tokyo;01/01/1986;"Acquired by Namco in 2003."
workingdesigns;Working Designs;United States;Redding;01/01/1986;"Specialized in the localization of Japan-native RPGs."
xicatinteractive;Xicat Interactive;United States;Fort Lauderdale;01/01/1997;"Defunct in 2005."
xonox;Xonox;United States;Minnesota;01/01/1983;"Defunct in 1984."
xseedgames;XSEED Games;United States;Torrance;01/01/2005;""
xsgames;XS Games;United States;New York;01/01/2002;""
yeti;Yeti;Japan;;01/01/2005;""
yojigen;Yojigen;Japan;;01/01/1994;"Defunct."
yonezawapr21;Yonezawa PR21;Japan;;01/01/1988;"Also known as Party Room 21. Acquired by Sega in 1994; defunct in 1998."
yukes;Yuke's;Japan;Osaka;01/01/1993;""
yutaka;Yutaka;Japan;;01/01/1990;"Defunct in 2003 following merger with Popy."
zaccaria;Zaccaria;Italy;Bologna;01/01/1974;"Defunct in 1988."
zapitgames;ZAPiT Games;Canada;Mississauga;01/01/2003;"Defunct."
zenimaxmedia;ZeniMax Media;United States;;01/01/1999;"Also owns publisher Bethesda Softworks."
zenobi;Zenobi;UK;Rochdale;01/01/1982;""
zeppelingames;Zeppelin Games;UK;Gateshead;01/01/1987;"Acquired by Merit Studios Inc. in 1994 and renamed to Merit Studios Europe. Subsequently, regained independence in 1996 and reestablished itself as Eutechnyx. No longer publishes its own games."
zigurat;Zigurat;Spain;;01/01/1986;"Published last game in 1992."
zimag;Zimag;United States;;01/01/1982;"Publishing label of Magnetic Tape International. Defunct in 1983."
zoom;Zoom;Japan;Sapporo;01/01/1988;""
zuxxezentertainment;Zuxxez Entertainment;Germany;Karlsruhe;01/01/2001;"Acquired TopWare Interactive in 2001. Renamed itself to TopWare Interactive in 2005. Name retired."
zushigames;Zushi Games;UK;Sheffield;01/01/1999;""
zynga;Zynga;California;San Francisco;01/01/2007;""
zyx;ZyX;Japan;;01/01/1994;""
